processor_id,manufacturer_id,processor_family_id,microarchitecture_id,code_name_id,technology_id,cache_on_id,cache_off_id,die_photo_id,model,date,clock,max_clock,hw_nthreadspercore,hw_ncores,tdp,source,bus_width,transistors,die_size,vdd_low,vdd_high
368,9,92,79,80,60,66,1,,N280,2009-02-06,1666.0,,2,1,2.5,http://ark.intel.com/Product.aspx?id=41411,32,,,0.75,1.1
369,9,92,79,81,60,66,1,,N450,2009-12-21,1666.0,,2,1,2.5,http://ark.intel.com/Product.aspx?id=42503,32,,,,
370,9,92,79,84,60,66,1,,Z520,2008-04-02,1330.0,,2,1,2.0,http://ark.intel.com/Product.aspx?id=35466,32,47.0,26,0.75,1.1
371,9,92,79,84,60,66,1,,Z530,2008-04-02,1600.0,,2,1,2.0,http://ark.intel.com/Product.aspx?id=35463,32,47.0,26,0.75,1.1
372,9,93,32,85,61,67,1,,440,,2000.0,,1,1,,spec website,,,,,
373,9,93,32,86,61,67,1,,445,,1866.0,,1,1,,spec website,,,,,
374,9,93,50,87,65,68,1,,300A,1998-08-01,300.0,,1,1,17.8,http://ark.intel.com/Product.aspx?id=27183,,7.5,154,2.0,2.0
375,9,93,50,88,65,22,1,,,,266.0,,1,1,,http://www.spec.org/cpu95/results/res98q2/cpu95-980429-02755.html,,,,,
376,9,93,50,88,65,22,1,,,,300.0,,1,1,,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03483.html,,,,,
377,9,93,50,87,65,69,1,,,,333.0,,1,1,,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03482.html,,,,,
378,9,93,50,87,65,69,1,,,,366.0,,1,1,,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03478.html,,,,,
379,9,93,50,87,65,69,1,,,,400.0,,1,1,,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03481.html,,,,,
380,9,93,50,87,65,69,1,,,,433.0,,1,1,,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03491.html,,,,,
381,9,93,36,89,60,70,1,,E3200,2009-08-30,2400.0,,1,2,65.0,http://ark.intel.com/Product.aspx?id=42770,64,,82,0.85,1.3625
382,9,93,36,89,60,70,1,,E3300,2009-08-30,2500.0,,1,2,65.0,http://ark.intel.com/Product.aspx?id=42771,64,,82,0.85,1.3625
383,9,93,42,90,59,71,1,,G1101,,2267.0,,1,2,,spec website,,,,,
384,9,93,34,91,60,70,1,,SU2300,2009-09-27,1200.0,,1,2,10.0,http://ark.intel.com/Product.aspx?id=42779,64,410.0,107,1.05,1.15
385,9,93,31,92,61,70,1,,560,2007-12-30,2130.0,,1,1,31.0,http://ark.intel.com/Product.aspx?id=34439,64,291.0,143,0.95,1.3
386,9,94,32,93,61,72,1,,E4300,2007-01-01,1800.0,,1,2,65.0,merged,64,167.0,111,0.85,1.5
387,9,94,32,93,61,72,1,,E4500,2007-07-01,2200.0,,1,2,65.0,Horowitz spreadsheet,64,167.0,111,0.85,1.5
388,9,94,32,93,61,72,1,,E4600,2007-10-01,2400.0,,1,2,65.0,merged,64,167.0,111,1.162,1.312
389,9,94,32,94,61,72,1,,E6300,2006-07-01,1867.0,,1,2,65.0,merged,64,291.0,143,0.85,1.5
390,9,94,32,94,61,72,1,,E6305,,1866.0,,1,2,65.0,merged,64,,,,
391,9,94,32,94,61,72,1,,E6400,2006-07-01,2133.0,,1,2,65.0,merged,64,291.0,143,0.85,1.5
392,9,94,32,94,61,72,1,,E6405,,2133.0,,1,2,65.0,merged,64,,,,
393,9,94,32,94,61,73,1,,E6600,2006-07-01,2400.0,,1,2,65.0,merged,64,291.0,143,0.85,1.5
394,9,94,32,94,61,73,1,,E6700,2006-07-01,2667.0,,1,2,65.0,merged,64,291.0,143,0.85,1.5
395,9,94,32,94,61,73,1,,E6750,2007-07-01,2666.0,,1,2,65.0,merged,64,291.0,143,0.85,1.5
396,9,94,32,94,61,73,1,,E6850,2007-07-01,3000.0,,1,2,65.0,merged,64,291.0,143,0.85,1.5
397,9,94,36,89,60,74,1,,E7200,2008-04-01,2533.0,,1,2,65.0,merged,64,420.0,107,0.85,1.3625
398,9,94,36,89,60,74,1,,E7300,2008-08-01,2666.0,,1,2,65.0,merged,64,420.0,107,0.85,1.3625
399,9,94,36,89,60,74,1,,E7400,2008-10-01,2800.0,,1,2,65.0,merged,64,420.0,107,0.85,1.3625
400,9,94,36,89,60,74,1,,E7500,2009-01-01,2930.0,,1,2,65.0,Horowitz spreadsheet,64,420.0,107,0.85,1.3625
401,9,94,36,89,60,74,1,,E7600,2009-05-01,3066.0,,1,2,65.0,merged,64,420.0,107,0.85,1.3625
402,9,94,36,95,60,75,1,45,E8200,2008-01-01,2667.0,,1,2,65.0,merged,64,410.0,107,0.85,1.3625
403,9,94,36,95,60,75,1,45,E8400,2008-01-01,3000.0,,1,2,65.0,merged,64,410.0,107,0.85,1.3625
404,9,94,36,95,60,75,1,45,E8500,2008-01-01,3166.0,,1,2,65.0,merged,64,410.0,107,0.85,1.3625
405,9,94,36,95,60,75,1,45,E8600,2008-08-01,3333.0,,1,2,65.0,merged,64,410.0,107,0.85,1.3625
406,9,94,34,91,60,74,1,,P8400,2008-06-01,2266.0,,1,2,25.0,merged,64,410.0,107,1.0,1.25
407,9,94,34,91,60,74,1,,P8600,2008-06-13,2400.0,,1,2,,Horowitz spreadsheet,,,,,
408,9,94,34,91,60,74,1,,SU9400,2008-09-01,1400.0,,1,2,10.0,Horowitz spreadsheet,64,410.0,107,1.05,1.15
409,9,94,31,92,61,72,1,46,T7100,2008-05-01,1800.0,,1,2,35.0,merged,64,291.0,143,0.9,1.175
410,9,94,31,92,61,73,1,46,T7400,2006-08-01,2167.0,,1,2,34.0,merged,64,291.0,143,1.0375,1.3
411,9,94,31,92,61,72,1,46,T5500,2006-08-28,1667.0,,1,2,34.0,http://ark.intel.com/Product.aspx?id=27253,64,291.0,143,1.0375,1.3
412,9,94,31,92,61,73,1,46,T7200,2006-08-28,2000.0,,1,2,34.0,http://ark.intel.com/Product.aspx?id=27255,64,291.0,143,1.0375,1.3
413,9,94,31,92,61,73,1,46,T7600,2006-08-01,2333.0,,1,2,34.0,merged,64,291.0,143,1.0375,1.3
414,9,94,31,92,61,73,1,46,T7700,2007-05-01,2400.0,,1,2,35.0,merged,64,291.0,143,1.0375,1.3
415,9,94,31,92,61,73,1,46,T7800,2007-09-01,2600.0,,1,2,35.0,merged,64,291.0,143,1.0375,1.3
416,9,94,34,96,60,75,1,44,T9400,2008-07-01,2533.0,,1,2,35.0,merged,64,410.0,107,1.05,1.162
417,9,94,34,96,60,75,1,44,T9500,2008-01-01,2600.0,,1,2,35.0,merged,64,410.0,107,1.062,1.15
418,9,94,34,96,60,75,1,44,T9600,,2800.0,,1,2,,spec website,64,,,,
419,9,94,34,96,60,75,1,44,T9900,2009-04-01,3066.0,,1,2,35.0,merged,64,410.0,107,1.05,1.2125
420,9,94,31,92,61,72,1,46,U7600,,1200.0,,1,2,,Horowitz spreadsheet,,,,,
421,9,95,32,97,61,73,1,,X6800,2006-07-01,2933.0,,1,2,75.0,merged,64,291.0,143,0.85,1.5
422,9,95,31,92,61,73,1,,X7800,,2600.0,,1,2,,spec website,,,,,
423,9,95,31,92,61,73,1,,X7900,2007-08-01,2800.0,,1,2,44.0,merged,64,291.0,143,1.0375,1.3
424,9,95,34,96,60,75,1,,X9000,2008-01-01,2800.0,,1,2,44.0,merged,64,410.0,107,1.062,1.15
425,9,96,33,98,61,76,1,,Q6600,2007-01-01,2400.0,,1,4,105.0,merged,64,582.0,286,1.1,1.372
426,9,96,33,98,61,76,1,,Q6700,2007-04-01,2667.0,,1,4,105.0,merged,64,582.0,286,1.1,1.372
427,9,96,35,99,60,77,1,47,Q8200,2008-08-01,2333.0,,1,4,95.0,merged,64,456.0,164,0.85,1.3625
428,9,96,35,99,60,77,1,47,Q8300,2008-11-01,2500.0,,1,4,95.0,merged,64,456.0,164,0.85,1.3625
429,9,96,35,99,60,77,1,47,Q8400,2009-04-01,2666.0,,1,4,95.0,merged,64,456.0,164,0.85,1.3625
430,9,96,35,99,60,78,1,47,Q9300,2008-03-01,2500.0,,1,4,95.0,merged,64,456.0,164,0.85,1.3625
431,9,96,35,99,60,78,1,47,Q9400,2008-08-01,2666.0,,1,4,95.0,merged,64,456.0,164,0.85,1.3625
432,9,96,35,99,60,79,1,47,Q9450,2008-03-01,2667.0,,1,4,95.0,merged,64,820.0,214,0.85,1.3625
433,9,96,35,99,60,79,1,47,Q9550,2008-03-01,2833.0,,1,4,95.0,merged,64,820.0,214,0.85,1.3625
434,9,96,35,99,60,79,1,47,Q9650,2008-08-01,3000.0,,1,4,95.0,merged,64,820.0,214,0.85,1.3625
435,9,97,33,98,61,76,1,,QX6700,2006-08-01,2667.0,,1,4,130.0,http://www.spec.org/cpu2000/results/res2006q4/cpu2000-20061113-08052.html,64,291.0,143,1.34,1.34
436,9,97,33,98,61,76,1,,QX6800,2007-04-01,2933.0,,1,4,130.0,Horowitz spreadsheet,64,582.0,286,1.1,1.372
437,9,97,33,98,61,76,1,,QX6850,2007-07-01,3000.0,,1,4,130.0,Horowitz spreadsheet,64,582.0,286,1.1,1.372
438,9,97,33,98,60,79,1,,QX9300,2008-08-01,2530.0,,1,4,45.0,Horowitz spreadsheet,64,820.0,214,1.05,1.175
439,9,97,33,98,60,79,1,,QX9650,2007-11-01,3000.0,,1,4,130.0,Horowitz spreadsheet,64,820.0,214,0.85,1.3625
440,9,97,33,98,60,79,1,,QX9770,2008-03-01,3200.0,,1,4,136.0,Horowitz spreadsheet,64,820.0,214,0.85,1.3625
441,9,98,34,100,60,74,1,,SU3500,2009-04-01,1400.0,,1,1,5.5,Horowitz spreadsheet,64,410.0,107,1.05,1.15
442,9,99,53,101,61,72,1,48,T2300,,1667.0,,1,2,,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060110-05375.html,,,,,
443,9,99,53,101,61,72,1,48,T2400,2006-01-01,1833.0,,1,2,31.0,merged,32,151.0,90,0.762,1.3
444,9,99,53,101,61,72,1,48,T2500,,2000.0,,1,2,,spec website,,,,,
445,9,99,53,101,61,72,1,48,T2600,2006-01-01,2167.0,,1,2,31.0,merged,32,151.0,90,0.762,1.3
446,9,99,53,101,61,72,1,48,T2700,2006-06-01,2333.0,,1,2,31.0,Horowitz spreadsheet,32,151.0,90,0.762,1.3
447,9,100,42,102,60,80,1,49,330M,2010-01-07,2130.0,,2,2,35.0,http://ark.intel.com/Product.aspx?id=47663,64,382.0,81,0.775,1.4
448,9,100,42,102,60,80,1,49,380M,2010-09-26,2530.0,,2,2,35.0,http://ark.intel.com/Product.aspx?id=50178,64,382.0,81,0.775,1.4
449,9,100,42,90,59,81,1,50,530,2010-01-01,2933.0,,2,2,73.0,merged,64,382.0,81,0.65,1.4
450,9,100,42,90,59,81,1,50,540,2010-01-01,3067.0,,2,2,73.0,merged,64,382.0,81,0.65,1.4
451,9,100,42,90,59,81,1,50,550,2010-05-01,3200.0,,1,2,73.0,merged,64,382.0,81,0.65,1.4
452,9,100,42,90,59,81,1,50,560,2010-08-01,3333.0,,1,2,73.0,merged,64,382.0,81,0.65,1.4
453,9,101,42,102,59,80,1,,460M,2010-09-26,2530.0,2800.0,2,2,35.0,http://ark.intel.com/Product.aspx?id=50179,64,177.0,81,0.775,1.4
454,9,101,42,102,59,80,1,,560M,2010-09-26,2667.0,3200.0,2,2,35.0,http://ark.intel.com/Product.aspx?id=49653,64,177.0,81,0.775,1.4
455,9,101,42,90,59,81,1,51,650,2010-01-01,3200.0,3460.0,1,2,73.0,merged,64,382.0,81,0.65,1.4
456,9,101,42,90,59,81,1,51,660,2010-01-01,3333.0,3600.0,1,2,73.0,merged,64,382.0,81,0.65,1.4
457,9,101,42,90,59,81,1,51,661,2010-01-01,3333.0,3600.0,2,2,87.0,merged,64,382.0,81,0.65,1.4
458,9,101,42,90,59,81,1,51,670,2010-01-01,3467.0,3730.0,2,2,73.0,merged,64,382.0,81,0.65,1.4
459,9,101,42,90,59,81,1,51,680,2010-04-01,3600.0,3870.0,1,2,73.0,merged,64,382.0,81,0.65,1.4
460,9,101,42,103,60,82,1,,750,2009-09-01,2667.0,3200.0,1,4,95.0,merged,64,774.0,296,0.762,1.4
461,9,101,42,90,59,80,1,51,520E,2010-01-01,2400.0,,2,2,35.0,merged,64,381.0,81,0.65,1.4
462,9,102,42,104,60,83,1,,720QM,2009-09-23,1600.0,2800.0,2,4,45.0,http://ark.intel.com/Product.aspx?id=43122,64,774.0,296,0.65,1.4
463,9,102,42,103,60,82,1,,860,2009-09-01,2800.0,3460.0,1,4,95.0,merged,64,774.0,296,0.65,1.4
464,9,102,42,103,60,82,1,,870,2009-09-01,2933.0,3600.0,1,4,95.0,merged,64,774.0,296,0.65,1.4
465,9,102,42,105,60,82,1,52,920,2008-11-01,2667.0,2930.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
466,9,102,42,105,60,82,1,52,940,2008-11-01,2933.0,3200.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
467,9,102,42,105,60,82,1,52,950,2009-05-01,3060.0,3330.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
468,9,102,42,105,60,82,1,52,965,2008-11-01,3200.0,3460.0,2,4,130.0,Horowitz spreadsheet,64,731.0,263,0.8,1.375
469,9,102,42,105,60,82,1,52,975,2009-05-01,3333.0,3600.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
470,9,102,42,102,59,81,1,,610E,2010-01-01,2533.0,,2,2,35.0,merged,64,382.0,81,0.775,1.4
471,9,102,42,106,60,82,1,,965X,2008-10-01,3200.0,3460.0,2,4,130.0,merged,64,731.0,263,0.8,1.375
472,9,102,42,105,60,82,1,52,975X,2009-05-01,3333.0,,2,4,130.0,Horowitz spreadsheet,64,731.0,263,0.8,1.375
473,9,102,42,106,59,84,1,,980X,2010-03-01,3333.0,3600.0,2,6,130.0,merged,64,1170.0,248,0.8,1.375
474,9,102,54,107,59,82,1,,2600,2011-01-09,3400.0,3800.0,2,4,95.0,http://ark.intel.com/Product.aspx?id=52213,64,995.0,216,,
475,9,103,39,108,64,85,1,36,,,733.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q2/cpu2000-20010522-00666.html,,,,,
476,9,103,39,108,64,85,1,36,,2001-05-01,800.0,,1,1,130.0,Horowitz spreadsheet,64,25.0,300,1.65,1.65
477,9,104,40,109,62,86,1,,9015,,1400.0,,1,2,,spec website,,,,,
478,9,104,40,109,62,86,1,,9020,,1600.0,,1,2,,spec website,,,,,
479,9,104,40,109,62,87,1,,9040,,1600.0,,1,2,,spec website,,,,,
480,9,104,40,109,62,88,1,,9050,,1600.0,,1,2,,spec website,,,,,
481,9,104,41,110,62,88,1,,9120N,2007-10-01,1400.0,,2,2,104.0,Horowitz spreadsheet,64,1720.0,596,,
482,9,104,41,110,62,87,1,,9140M,,1666.0,,2,2,,spec website,,,,,
483,9,104,41,110,62,89,1,,9150N,2007-10-01,1600.0,,2,2,104.0,Horowitz spreadsheet,64,1720.0,596,,
484,9,104,41,110,62,90,1,,9152M,2007-10-01,1666.0,,2,2,104.0,Horowitz spreadsheet,64,1720.0,596,,
485,9,104,38,111,64,91,1,37,,2002-07-01,1000.0,,1,1,130.0,http://www.spec.org/cpu2000/results/res2003q1/cpu2000-20030310-01973.html,,221.0,421,1.5,1.5
486,9,104,37,112,63,91,1,,,,1300.0,,1,1,,http://www.spec.org/cpu2000/results/res2003q4/cpu2000-20031117-02648.html,,,,,
487,9,104,37,112,63,92,1,,,,1400.0,,1,1,,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030905-02458.html,,,,,
488,9,104,37,112,63,93,1,,,,1496.0,,1,1,,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040528-03068.html,,,,,
489,9,104,37,112,63,94,1,,,,1500.0,,1,1,,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030711-02384.html,,,,,
490,9,104,37,112,63,94,1,,,,1596.0,,1,1,,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040528-03064.html,,,,,
491,9,104,37,112,63,95,1,,,2004-11-01,1600.0,,1,1,130.0,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041110-03563.html,,592.0,432,1.2,1.2
492,9,104,37,112,63,95,1,,,,1666.0,,1,1,,http://www.spec.org/cpu2000/results/res2005q3/cpu2000-20050712-04382.html,,,,,
493,9,104,38,111,64,96,1,37,,,900.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20021119-01863.html,,,,,
494,9,105,32,93,61,70,1,,E2140,2007-06-01,1600.0,,1,2,65.0,Horowitz spreadsheet,64,105.0,77,1.162,1.312
495,9,105,32,93,61,70,1,,E2160,2007-06-01,1800.0,,1,2,65.0,merged,64,105.0,77,1.162,1.312
496,9,105,32,93,61,70,1,,E2200,2007-12-01,2200.0,,1,2,65.0,Horowitz spreadsheet,64,105.0,77,0.85,1.5
497,9,105,36,95,60,72,1,,E5200,2008-08-01,2500.0,,1,2,65.0,merged,64,228.0,82,0.85,1.3625
498,9,105,36,95,60,72,1,,E5300,2008-11-01,2600.0,,1,2,65.0,merged,64,228.0,82,0.85,1.3625
499,9,105,42,90,59,80,1,,G6950,2010-01-01,2800.0,,1,2,73.0,merged,64,382.0,81,0.65,1.4
500,9,105,49,113,53,18,21,,,1994-07-01,100.0,,1,1,3.9,Horowitz spreadsheet,,,148,3.3,3.3
501,9,105,49,114,53,18,21,,,1995-03-01,120.0,,1,1,5.1,Horowitz spreadsheet,,,91,3.3,3.3
502,9,105,49,115,68,18,21,,,1995-06-01,133.0,,1,1,4.3,Horowitz spreadsheet,,3.3,83,3.3,3.3
503,9,105,49,115,68,18,1,,,,150.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00924.html,,,,3.3,3.3
504,9,105,49,115,68,18,1,,,1996-06-01,166.0,,1,1,5.4,Horowitz spreadsheet,,,83,3.3,3.3
505,9,105,49,116,65,22,1,,,1996-06-01,200.0,,1,1,6.5,Horowitz spreadsheet,,,83,3.3,3.3
506,9,105,49,116,65,22,1,,,,233.0,,1,1,,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01963.html,,,,,
507,9,105,49,117,54,18,20,38,,1993-03-01,60.0,,1,1,13.0,http://performance.netlib.org/performance/html/spec.sni5t60.cint92.12_94.notes.html#{Siemens Nixdorf Informationssysteme PCD-5T 60  60 Mhz Pentium},32,3.2,294,5.0,5.0
508,9,105,49,117,54,18,20,38,,1993-03-01,66.0,,1,1,13.0,Horowitz spreadsheet,32,3.2,294,5.0,5.0
509,9,105,49,113,53,18,19,,,,75.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00919.html,,,,,
510,9,105,49,113,53,18,19,,,,90.0,,1,1,,http://www.spec.org/cpu95/results/res96q2/cpu95-960610-00923.html,,,,,
511,9,105,34,96,60,72,1,,SU2700,2009-05-01,1300.0,,1,1,10.0,Horowitz spreadsheet,64,410.0,107,1.05,1.15
512,9,106,45,118,62,97,1,,520,,2800.0,,2,1,,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03594.html,,,,,
513,9,106,45,118,62,97,1,,521,,2800.0,,2,1,,http://www.spec.org/cpu2000/results/res2006q1/cpu2000-20060121-05444.html,,,,,
514,9,106,45,118,62,97,1,,530,,3000.0,,2,1,,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03592.html,,,,,
515,9,106,45,118,62,97,1,,531,,3000.0,,2,1,,Horowitz spreadsheet,,,,,
516,9,106,45,118,62,97,1,,560,2004-06-21,3600.0,,2,1,115.0,Horowitz spreadsheet,,,112,1.2,1.425
517,9,106,45,118,62,97,1,,570,,3800.0,,2,1,,http://www.spec.org/cpu2000/results/res2004q4/cpu2000-20041115-03590.html,,,,,
518,9,106,45,119,62,98,1,,630,,3000.0,,2,1,,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051031-05014.html,,,,,
519,9,106,46,120,61,98,1,,631,,3000.0,,2,1,,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060428-05903.html,,,,,
520,9,106,45,119,62,98,1,,640,,3200.0,,2,1,,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05142.html,,,,,
521,9,106,45,119,62,98,1,,650,,3400.0,,2,1,,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05144.html,,,,,
522,9,106,46,120,61,98,1,,651,,3400.0,,2,1,,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060428-05896.html,,,,,
523,9,106,45,119,62,98,1,,660,,3600.0,,2,1,115.0,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060521-06009.html,,,,,
524,9,106,45,119,62,98,1,,670,2005-12-01,3800.0,,2,1,115.0,Horowitz spreadsheet,,169.0,135,1.5,1.5
525,9,106,43,121,64,99,1,40,,2000-11-01,1500.0,,1,1,52.0,Horowitz spreadsheet,32,42.0,217,1.7,1.7
526,9,106,43,121,64,99,1,40,,2001-09-01,2000.0,,1,1,57.0,Horowitz spreadsheet,,,217,1.7,1.7
527,9,106,44,122,63,100,1,39,,2002-01-01,2200.0,,1,1,55.0,Horowitz spreadsheet,,55.0,145,1.5,1.5
528,9,106,44,122,63,100,1,39,,,2260.0,,1,1,,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02246.html,,,,,
529,9,106,44,122,63,100,1,39,,2002-04-02,2400.0,,1,1,59.8,http://ark.intel.com/Product.aspx?spec=SL6EF,,,,,
530,9,106,44,122,63,100,1,39,,2002-05-01,2533.0,,1,1,59.0,Horowitz spreadsheet,,,131,1.5,1.5
531,9,106,44,122,63,100,1,39,,,2600.0,,1,1,,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02251.html,,,,,
532,9,106,44,122,63,100,1,39,,,2800.0,,1,1,,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02255.html,,,,,
533,9,106,44,122,63,100,1,39,,2002-11-01,3000.0,,1,1,73.0,Horowitz spreadsheet,,,131,1.5,1.5
534,9,106,44,122,63,100,1,39,,,3200.0,,2,1,,http://www.spec.org/cpu2000/results/res2003q3/cpu2000-20030616-02263.html,,,,,
535,9,106,44,122,63,100,1,39,,,3400.0,,2,1,,http://www.spec.org/cpu2000/results/res2004q2/cpu2000-20040614-03077.html,,,,,
536,9,107,45,119,62,101,1,,,,3800.0,,1,1,,http://www.spec.org/cpu2000/results/res2005q2/cpu2000-20050516-04125.html,,,,,
537,9,107,45,119,62,101,1,,,2005-02-21,3733.0,,2,1,109.0,Horowitz spreadsheet,,169.0,135,1.5,1.5
538,9,108,47,123,62,102,1,,805,2005-12-01,2667.0,,1,2,95.0,merged,64,230.0,206,1.2,1.4
539,9,108,47,123,62,102,1,,820,,2800.0,,1,2,,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05150.html,,,,,
540,9,108,47,123,62,102,1,,840,,3200.0,,1,2,,http://www.spec.org/cpu2000/results/res2005q4/cpu2000-20051208-05156.html,,,,,
541,9,108,48,124,61,103,1,,920,2006-01-01,2800.0,,1,2,95.0,merged,64,376.0,162,1.2,1.3375
542,9,108,48,124,61,103,1,,925,2006-10-01,3000.0,,1,2,95.0,merged,64,376.0,162,1.2,1.3375
543,9,108,48,124,61,103,1,,930,2006-01-01,3000.0,,1,2,95.0,merged,64,376.0,162,1.2,1.3375
544,9,108,48,124,61,103,1,,940,2006-01-01,3200.0,,1,2,95.0,merged,64,376.0,162,1.2,1.3375
545,9,108,48,124,61,103,1,,945,2006-07-01,3400.0,,1,2,95.0,Horowitz spreadsheet,64,376.0,162,1.2,1.3375
546,9,108,48,124,61,103,1,,950,2006-01-01,3400.0,,1,2,95.0,merged,64,376.0,162,1.2,1.3375
547,9,108,48,124,61,103,1,,960,2006-05-01,3600.0,,1,2,95.0,merged,64,376.0,162,1.2,1.3375
548,9,109,48,124,61,103,1,,955,,3466.0,,2,2,,http://www.spec.org/cpu2000/results/res2006q2/cpu2000-20060321-05809.html,,,,,
549,9,109,48,124,61,103,1,,965,,3733.0,,2,2,,spec website,,,,,
550,9,110,50,125,66,104,1,41,,,233.0,,1,1,,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01889.html,,,,2.8,2.8
551,9,110,50,125,66,104,1,41,,,266.0,,1,1,,http://www.spec.org/cpu95/results/res97q2/cpu95-970530-01887.html,,,,2.8,2.8
552,9,110,50,125,66,104,1,41,,1997-05-01,300.0,,1,1,12.0,Horowitz spreadsheet,32,7.5,203,2.8,2.8
553,9,110,50,126,65,104,1,,,1998-01-01,333.0,,1,1,14.0,Horowitz spreadsheet,,,113,2.0,2.0
554,9,110,50,126,65,104,1,,,,350.0,,1,1,,http://www.spec.org/cpu95/results/res98q2/cpu95-980411-02592.html,,,,,
555,9,110,50,126,65,104,1,,,,400.0,,1,1,,http://www.spec.org/cpu95/results/res98q2/cpu95-980411-02593.html,,,,,
556,9,110,50,126,65,104,1,,,,450.0,,1,1,,http://www.spec.org/cpu95/results/res98q3/cpu95-980831-03018.html,,,,,
557,9,111,51,127,64,105,1,42,,2000-03-01,1000.0,,1,1,22.0,Horowitz spreadsheet,,,90,1.7,1.7
558,9,111,51,127,64,105,1,42,,,1100.0,,1,1,,http://www.spec.org/cpu2000/results/res2001q3/cpu2000-20010827-00830.html,,,,,
559,9,111,51,127,64,104,1,42,,,1113.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020102-01158.html,,,,,
560,9,111,51,127,64,105,1,42,,,1130.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q3/cpu2000-20000801-00172.html,,,,,
561,9,111,51,127,64,104,1,42,,,1133.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020102-01160.html,,,,,
562,9,111,51,128,63,104,1,,,,1200.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q4/cpu2000-20020927-01701.html,,,,,
563,9,111,51,128,63,104,1,,,,1266.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020115-01207.html,,,,,
564,9,111,51,128,63,104,1,,,,1400.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020102-01165.html,,,,,
565,9,111,51,129,65,104,1,,,,450.0,,1,1,,http://www.spec.org/cpu2000/results/res2002q1/cpu2000-20020311-01276.html,,,,,
566,9,111,51,129,65,104,1,,,1999-02-01,500.0,,1,1,19.0,Horowitz spreadsheet,32,9.5,128,2.0,2.0
567,9,111,51,129,65,104,1,,,,550.0,,1,1,,http://www.spec.org/cpu95/results/res99q3/cpu95-19990830-03826.html,,,,,
568,9,111,51,129,65,104,1,,,,600.0,,1,1,,http://www.spec.org/cpu95/results/res99q4/cpu95-19991108-03913.html,,,,,
569,9,111,51,127,64,105,1,42,,,650.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00060.html,,,,,
570,9,111,51,127,64,105,1,42,,,667.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00058.html,,,,,
571,9,111,51,127,64,105,1,42,,,700.0,,1,1,,http://www.spec.org/cpu2000/results/res1999q4/cpu2000-19991130-00025.html,,,,,
572,9,111,51,127,64,105,1,42,,1999-10-01,733.0,,1,1,16.0,Horowitz spreadsheet,,28.0,106,1.65,1.65
573,9,111,51,127,64,105,1,42,,,750.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q1/cpu2000-20000314-00064.html,,,,,
574,9,111,51,127,64,105,1,42,,,800.0,,1,1,,http://www.spec.org/cpu2000/results/res2000q4/cpu2000-20001129-00410.html,,,,,
